#Rank,CustomerId,Surname,Balance,CreditScore,Gender,Age,HasCrCard,EstimatedSalary
529,15682995,Azuka,78535,600,Female,32,1,64350
530,15754342,Green,78540,597,Female,60,0,48503
531,15749482,Zack,78653,772,Male,30,1,1790
532,15605447,Palermo,78654,752,Male,49,1,7699
533,15751208,Pirozzi,78707,684,Male,56,1,99398
534,15790254,Wood,78738,741,Male,50,1,13019
535,15656865,Gray,78778,613,Male,69,0,8752
536,15700601,Dynon,78830,561,Male,34,1,12148
537,15605665,Nwora,78833,673,Female,69,1,37196
538,15666453,Moore,78886,611,Female,29,1,26928
539,15626485,Lu,78892,601,Female,26,1,23704
540,15576644,Lin,78939,687,Female,29,1,122135
541,15750874,Onyemere,78990,676,Male,31,1,124777
542,15605918,Padovesi,78993,635,Male,43,0,153265
543,15700696,Kang,79020,738,Male,31,1,18606
544,15717286,Sal,79036,675,Female,40,1,142784
545,15579387,Ni,79065,635,Female,44,0,113292
546,15674678,Bradley,79120,731,Female,43,0,549
547,15804064,Docherty,79126,742,Female,35,1,126998
548,15687218,West,79144,674,Female,27,0,50744
549,15679284,Aksenov,79260,593,Female,45,1,55347
550,15682533,Hughes,79260,850,Female,39,0,186911
551,15653404,Aliyev,79264,684,Female,24,0,196574
552,15611580,Wood,79282,751,Male,33,1,117548
553,15804864,Chu,79337,670,Female,27,1,26170
554,15683657,Stephenson,79341,594,Female,31,1,78256
555,15757001,Mai,79369,624,Female,32,1,145472
556,15655590,Garcia,79385,581,Male,46,0,188493
557,15732672,Stewart,79388,743,Male,35,1,193361
558,15811327,Pan,79416,700,Male,54,0,139736
559,15718780,Cox,79450,650,Female,32,1,118325
560,15664772,Greece,79461,489,Male,28,1,167974
561,15607993,Milne,79469,625,Female,52,1,84606
562,15768342,Bolton,79475,718,Male,52,1,32421
563,15690456,Yudina,79523,749,Female,32,0,157648
564,15665110,Helena,79544,515,Female,25,0,38773
565,15675983,Wood,79551,692,Female,36,0,178267
566,15571281,Ts'ao,79563,651,Male,28,1,74687
567,15631481,Thomson,79563,673,Male,51,1,172201
568,15801441,Campbell,79586,670,Female,35,0,198803
569,15689751,Jones,79589,666,Female,31,0,4051
570,15636634,Lindon,79657,630,Female,25,1,93524
571,15745030,Trevisano,79706,809,Male,41,1,165675
572,15734714,Nash,79715,559,Female,29,1,82252
573,15694717,Ku,79732,544,Male,37,1,57559
574,15773221,Harris,79757,577,Male,43,1,135651
575,15666095,Costa,79812,753,Male,51,0,68260
576,15655252,Larionova,79858,758,Male,41,1,78088
577,15610557,McCarthy,79858,695,Female,35,1,127978
578,15693737,Carr,79871,627,Female,30,1,129827
579,15584749,Humphries,79896,668,Male,39,1,38466
580,15580682,Tsai,79927,652,Female,40,1,33525
581,15590820,Ecuyer,79932,699,Male,26,0,150242
582,15697360,Yudina,79952,505,Female,36,0,174123
583,15791040,Vasilyeva,79955,801,Male,58,1,30484
584,15763922,Alexandrov,79963,608,Male,31,1,60902
585,15636982,Weller,79975,705,Female,43,1,103108
586,15592222,Lo,80001,505,Male,49,0,135180
587,15723216,Greco,80002,623,Male,33,1,104080
588,15605742,Tuan,80091,737,Male,43,1,39920
589,15619801,Batty,80108,548,Female,33,0,82246
590,15572021,Ts'ao,80204,798,Female,29,1,70223
591,15782939,Storey,80214,747,Male,42,1,115242
592,15709487,Freeman,80242,668,Male,34,0,56781
593,15797736,Smith,80263,658,Male,29,1,20613
594,15733581,Duncan,80263,831,Male,32,1,194868
595,15782181,Greco,80285,592,Male,35,1,72679
596,15593636,Cardus,80294,657,Female,39,1,97193
597,15812197,Kline,80294,850,Male,38,0,126556
598,15687765,Chukwujamuike,80380,538,Female,42,1,119216
599,15591279,Nwagugheuzo,80388,734,Male,37,0,77273
600,15727605,Shih,80442,533,Male,43,0,12537
601,15628420,Alekseeva,80462,660,Male,33,0,150422
602,15743236,Piccio,80539,687,Female,61,1,131305
603,15566030,Tu,80543,497,Male,41,0,88729
604,15725660,Dellucci,80570,676,Male,20,0,68622
605,15733616,Sopuluchukwu,80614,806,Male,40,1,142839
606,15801920,Christian,80615,727,Male,39,0,180962
607,15574296,Kambinachi,80674,757,Male,23,1,93992
608,15729582,Fu,80697,676,Male,48,0,101398
609,15770185,Buckley,80728,779,Male,32,1,86307
610,15661903,Hsia,80764,699,Female,43,1,199379
611,15729956,Akabueze,80780,726,Female,26,1,19226
612,15813422,Lu,80791,781,Male,35,1,116430
613,15806964,Utz,80794,702,Male,45,1,27475
614,15715003,Ko,80816,625,Female,49,1,20019
615,15640865,Romano,80845,636,Female,31,1,74642
616,15650244,Bezrukov,80895,786,Male,29,1,64946
617,15581252,Dolgorukova,80923,632,Female,29,1,7821
618,15638871,Ch'ang,80926,639,Male,77,1,55829
619,15704844,Hsiung,80928,550,Male,62,0,64491
620,15791373,Chikezie,80932,850,Female,35,0,12640
621,15790689,Hibbins,80958,647,Male,32,1,128591
622,15622171,Nnamdi,80965,642,Male,30,1,174738
623,15696552,Newman,81026,747,Female,21,1,167683
624,15610426,Tien,81042,764,Female,39,0,109805
625,15686696,Brown,81070,817,Female,37,1,80986
626,15737556,Vasilyev,81077,590,Male,43,1,182627
627,15751180,Adams,81132,539,Female,40,1,167290
628,15662698,Ko,81154,648,Female,43,1,144533
629,15795149,Stevens,81174,703,Male,28,0,162812
630,15750441,Lavarack,81211,782,Male,36,0,108003
631,15769308,Herbert,81232,635,Female,36,1,196731
632,15592751,Okwudiliolisa,81246,684,Female,63,1,69643
633,15593365,Shih,81273,762,Male,39,1,18720
634,15603942,Hawthorn,81290,547,Male,50,0,177747
635,15760873,Lombardo,81310,594,Male,50,1,183868
636,15638003,Komarova,81370,648,Male,55,0,181534
637,15676810,Jen,81480,561,Female,31,1,65235
638,15594864,Huang,81523,752,Male,30,1,36886
639,15624170,Tan,81551,639,Female,38,0,118975
640,15658052,Cameron,81554,626,Female,44,1,20064
641,15775335,Ellis,81557,635,Female,48,1,191914
642,15779496,Sykes,81564,615,Male,64,0,35896
643,15651900,Bergamaschi,81571,782,Female,53,1,182960
644,15709117,Fanucci,81577,823,Female,46,1,28371
645,15645778,Reid,81589,670,Male,42,1,188228
646,15767954,Osborne,81624,635,Female,28,1,156791
647,15706186,McKenzie,81677,640,Male,33,0,34926
648,15657603,Finch,81685,850,Female,35,1,824
649,15568025,Hsueh,81710,758,Male,51,1,116520
650,15654611,Parry,81733,736,Female,25,1,136497
651,15772601,Lu,81734,845,Female,41,0,199761
652,15756560,Moran,81743,599,Female,46,1,83282
653,15583736,Shih,81796,829,Male,36,1,90107
654,15777045,Price,81812,783,Female,44,1,164214
655,15722090,Tseng,81818,615,Male,51,1,169149
656,15695299,Mordvinova,81828,590,Female,45,1,52168
657,15621629,Scott,81845,773,Male,43,1,35908
658,15592937,Napolitani,81877,632,Female,41,1,33642
659,15616168,Ojiofor,81906,610,Female,35,1,61623
660,15590146,Mao,81948,630,Male,50,0,63606
661,15800814,Palerma,81952,534,Male,35,1,115669
662,15662751,Piazza,81955,655,Female,40,1,198798
663,15775153,Buchi,82034,630,Male,32,0,146326
664,15643056,McMillan,82084,755,Female,38,0,10334
665,15666884,Su,82162,508,Female,41,1,187776
666,15686099,Ruse,82182,563,Male,61,1,106827
667,15632185,Yermolayev,82229,663,Female,42,1,71360
668,15711825,Ts'ai,82232,655,Female,35,1,88798
669,15732903,Fontenot,82256,673,Male,39,1,109546
670,15805112,Pokrovsky,82259,578,Male,38,1,8997
671,15763431,Echezonachukwu,82275,698,Male,36,1,93249
672,15718289,Bradley,82291,553,Male,46,1,112550
673,15756475,Kenniff,82294,551,Male,31,1,91565
674,15614936,Mancini,82322,718,Female,49,0,11144
675,15703143,Tuan,82345,820,Female,29,0,115985
676,15785352,Chang,82374,606,Male,37,0,172527
677,15734942,Nnamutaezinwa,82408,539,Female,38,1,13123
678,15672216,Uvarov,82442,584,Female,40,0,80852
679,15643121,Chu,82454,753,Female,35,0,18255
680,15687094,Calabresi,82498,717,Female,28,0,40438
681,15801417,Iloerika,82500,657,Male,37,1,115261
682,15707144,Onyeorulu,82507,571,Male,25,1,167705
683,15726589,Matveyev,82531,540,Male,39,1,114093
684,15689061,Davey,82547,611,Male,68,1,146448
685,15654531,Tuan,82559,477,Male,22,0,163113
686,15730657,Ibekwe,82597,548,Female,41,0,55672
687,15717138,Watson,82614,850,Male,31,1,149171
688,15580146,Hung,82674,738,Male,31,1,41971
689,15724890,Cross,82696,584,Male,36,0,83058
690,15767781,Godfrey,82697,648,Male,38,1,74847
691,15649060,Chien,82729,727,Female,31,1,60213
692,15734850,Milanesi,82729,676,Male,36,1,113810
693,15720706,Hsing,82766,529,Female,39,1,122925
694,15569178,Kharlamov,82767,570,Female,18,1,71812
695,15796343,Bazhenov,82788,707,Female,31,0,91424
696,15592000,Calabresi,82794,781,Female,48,1,124721
697,15638730,Macleod,82844,711,Female,21,0,1409
698,15646082,Harding,82909,676,Female,34,1,91817
699,15618363,Muomelu,82916,659,Male,29,1,84133
700,15709295,Wall,82932,697,Female,25,1,128374
701,15795275,Lamb,82940,521,Female,49,0,62413
702,15725221,Sabbatini,83008,738,Male,62,1,42766
703,15649211,Fokina,83016,708,Male,40,1,101090
704,15612139,Fu,83036,786,Female,33,0,154991
705,15706131,Logan,83061,621,Female,37,1,9171
706,15611947,Banks,83074,557,Male,34,1,132673
707,15638257,P'an,83103,682,Female,54,1,54133
708,15669611,Mott,83117,632,Male,71,1,27598
709,15800856,Ewen,83132,643,Male,34,1,21361
710,15719212,T'ien,83134,491,Male,33,1,187947
711,15740043,Young,83162,606,Male,32,1,116886
712,15581332,Pan,83174,655,Female,30,1,184260
713,15581479,Archer,83181,523,Male,30,1,138177
714,15618155,Ts'ui,83195,663,Male,45,1,48682
715,15690164,Shao,83199,627,Female,33,0,159335
716,15705113,P'an,83264,685,Male,34,0,9663
717,15705001,Napolitani,83287,587,Female,35,1,125554
718,15580914,Okechukwu,83287,478,Male,48,0,44148
719,15700174,McKay,83319,733,Female,30,0,57769
720,15651737,Salmond,83326,623,Male,44,0,80829
721,15738634,Yuan,83347,533,Male,47,1,137696
722,15640852,McGregor,83349,617,Female,39,1,7954
723,15777896,Chukwudi,83415,850,Female,33,0,74918
724,15609545,Azubuike,83443,548,Male,29,0,177017
725,15780561,Hay,83457,622,Female,39,0,38882
726,15652674,Hou,83460,539,Male,20,1,146753
727,15620323,Ekwueme,83492,652,Female,42,1,37914
728,15782418,Ku,83495,589,Female,19,1,143022
729,15581525,Walker,83502,775,Male,33,1,128841
730,15732202,Abramovich,83503,615,Male,34,1,73125
731,15727915,Artemiev,83543,507,Male,36,0,140134
732,15770255,Onwughara,83556,797,Female,33,0,69767
733,15642726,Holmes,83568,611,Male,53,0,1235
734,15656454,Le Gallienne,83569,654,Male,37,1,47047
735,15578747,Chineze,83600,701,Male,26,0,59195
736,15776921,Geoghegan,83625,431,Male,45,0,36900
737,15774262,Hobson,83693,597,Male,52,1,161084
738,15724876,McGregor,83714,560,Female,38,1,33246
739,15692577,Tomlinson,83728,674,Female,38,1,45418
740,15566740,Nazarova,83739,587,Male,51,0,148798
741,15575410,Chidiegwu,83765,667,Female,39,1,118359
742,15752694,Taylor,83773,653,Female,32,0,23921
743,15647311,Hill,83808,608,Female,41,0,112543
744,15753102,Curtis,83870,752,Male,44,1,178722
745,15753969,K'ung,83889,724,Male,45,0,34122
746,15796071,Loane,83889,657,Male,29,1,153060
747,15573798,Yermolayev,83947,448,Female,36,1,82000
748,15765192,Jones,84007,564,Male,26,0,183491
749,15627385,Uwaezuoke,84009,748,Male,34,1,137001
750,15683562,Allen,84027,646,Male,35,0,164256
751,15706170,Onyemere,84055,636,Male,34,0,37491
752,15679928,Horsfall,84102,592,Female,31,0,116385
753,15724466,Swearingen,84113,744,Female,41,1,197549
754,15737571,Matveyev,84121,540,Female,28,0,80699
755,15720814,Warren,84266,670,Female,36,0,38615
756,15765322,Connely,84284,755,Male,23,1,62852
757,15657778,Jefferson,84310,657,Male,33,0,103914
758,15660768,L?,84315,604,Male,40,0,36209
759,15771086,Graham,84328,512,Female,36,1,17675
760,15814268,Franklin,84350,444,Female,40,1,143836
761,15682955,Capon,84379,758,Female,32,1,75396
762,15604497,Beale,84387,458,Male,44,1,178643
763,15657139,Otutodilinna,84391,652,Female,40,0,107876
764,15603221,Burgess,84422,696,Male,32,0,52315
765,15802809,Vidal,84439,660,Female,36,1,181450
766,15750549,Akobundu,84440,660,Male,30,1,60486
767,15700801,Eipper,84446,850,Male,42,0,60021
768,15684267,Davila,84469,607,Male,39,1,121945
769,15764892,Spinelli,84475,590,Female,51,1,190937
770,15641009,Wilhelm,84497,544,Male,37,0,79972
771,15719579,McIntosh,84521,670,Female,33,0,198017
772,15792627,Reid,84558,765,Female,33,1,69039
773,15791342,Johnston,84560,660,Male,31,1,137784
774,15598536,Onuchukwu,84588,736,Female,26,0,188038
775,15591360,Udinesi,84607,642,Female,33,0,60059
776,15650432,Liu,84622,849,Male,41,1,198072
777,15579074,Obiajulu,84652,619,Male,38,1,184754
778,15631392,Douglas,84673,654,Male,43,0,82081
779,15712068,Wan,84693,592,Male,45,0,67214
780,15613734,Fallaci,84719,640,Female,33,1,113049
781,15763148,Stanley,84720,576,Male,39,0,191063
782,15762238,Fraser,84745,671,Female,44,0,34674
783,15733297,Sinclair,84765,518,Female,38,1,162254
784,15701555,Nicholls,84903,575,Male,53,0,26016
785,15809872,Ikechukwu,84906,650,Male,32,1,163216
786,15686964,Spence,84945,675,Female,34,0,146231
787,15693904,Chiang,84959,685,Female,30,0,194344
788,15623062,Vasilyeva,85089,660,Male,24,1,71638
789,15708003,Aleksandrova,85109,587,Male,41,1,1558
790,15590623,Kovalyov,85142,561,Male,34,1,29217
791,15633227,Kenechukwu,85146,518,Female,28,0,2804
792,15627298,Vinogradova,85146,589,Male,37,1,86490
793,15754940,Descoteaux,85162,597,Male,43,0,5104
794,15759913,Trentini,85201,553,Male,43,1,160574
795,15707861,Nucci,85217,520,Female,46,1,117370
796,15648858,King,85225,666,Female,27,0,64511
797,15740164,Genovesi,85228,715,Female,33,1,68087
798,15703763,Sanderson,85304,554,Male,44,1,58077
799,15706552,Odinakachukwu,85312,533,Male,36,0,156732
800,15678412,Nwankwo,85326,645,Female,45,0,22559
801,15708791,Abazu,85535,584,Male,32,0,169137
802,15775892,Caldwell,85600,748,Female,23,0,134078
803,15676156,Boyle,85616,528,Female,32,1,156192
804,15775888,McDonald,85627,593,Female,38,1,125080
805,15616221,Wilson,85647,497,Female,29,0,63233
806,15807593,Berry,85661,546,Female,36,0,134778
807,15751593,Fraser,85669,570,Male,35,1,105525
808,15690134,Hughes,85679,464,Female,42,1,164105
809,15659234,Y?,85705,494,Male,30,0,27886
810,15672637,Voronkov,85756,571,Female,30,1,145116
811,15618213,Nnanna,85758,674,Female,32,1,95481
812,15601550,Genovesi,85768,595,Male,36,1,24803
813,15667190,Yuan,85818,630,Female,21,1,133102
814,15750466,Rhodes,85840,790,Male,42,1,198183
815,15720338,Mazzanti,85845,592,Male,55,1,128918
816,15799998,Cunningham,85860,608,Female,30,0,142730
817,15714485,Udinese,85892,774,Male,60,1,74135
818,15698749,He,85898,626,Female,23,1,109743
819,15794941,Chibueze,85907,647,Female,41,1,189160
820,15802625,Hardy,85916,733,Male,48,1,23861
821,15591433,Miles,85958,674,Male,43,1,8757
822,15629187,Titheradge,85982,535,Male,38,1,9238
823,15734999,Stephenson,85996,634,Male,36,1,15888
824,15572777,Meng,86006,780,Male,47,1,37973
825,15687828,Gorshkov,86006,644,Female,31,1,73923
826,15775761,Iweobiegbunam,86038,610,Female,69,0,192743
827,15599722,Chia,86054,609,Female,43,1,113276
828,15676958,Zito,86055,765,Male,34,1,104221
829,15797475,Brennan,86102,720,Male,44,1,180135
830,15573926,Lung,86132,735,Male,38,0,93479
831,15663933,Jamieson,86147,625,Female,35,1,163441
832,15626948,Butcher,86168,701,Female,42,1,153342
833,15711062,Thomas,86173,633,Male,40,1,117279
834,15703292,Chimezie,86271,573,Male,26,1,90177
835,15660833,Flannery,86351,796,Male,39,0,105081
836,15642996,Tsai,86352,546,Female,42,1,57380
837,15720305,Power,86376,591,Female,40,0,136767
838,15761600,White,86394,713,Male,43,1,130001
839,15608968,Averyanov,86403,714,Male,21,0,27331
840,15577398,Ch'eng,86449,850,Male,30,1,188809
841,15674526,Byrne,86460,725,Male,66,1,141477
842,15738166,Hsu,86546,596,Female,39,0,131769
843,15803005,Wallace,86569,570,Female,57,0,103660
844,15761043,Macleod,86570,632,Female,38,1,98091
845,15807609,Yuan,86606,650,Female,25,1,16649
846,15638159,Trentino,86607,649,Female,36,0,19825
847,15778752,Johnson,86614,708,Male,32,1,172129
848,15702801,Ts'ao,86616,677,Female,29,0,91904
849,15600379,Hsiung,86656,608,Male,34,0,59890
850,15733361,Davide,86714,651,Female,45,1,85870
851,15734970,White,86824,835,Male,38,0,175906
852,15588587,Stetson,86838,752,Female,36,1,105281
853,15667944,Onuchukwu,86844,679,Male,39,0,159831
854,15734202,Chidimma,86892,660,Female,52,1,90878
855,15666767,Lori,86893,508,Male,35,0,59375
856,15605375,Tseng,86912,651,Male,35,1,174094
857,15581700,Paterson,86921,615,Male,43,1,150048
858,15771211,Perkins,86978,668,Male,38,0,37095
859,15626608,Howarde,87070,479,Male,48,0,85646
860,15688498,Chu,87097,594,Female,21,1,168186
861,15688868,Birdsall,87099,684,Female,26,0,106096
862,15672983,Fernando,87100,678,Female,27,1,149551
863,15595991,Hsiung,87105,585,Male,54,1,55346
864,15614962,Pavlova,87117,623,Female,50,1,104382
865,15804787,Onyemauchechukwu,87141,562,Male,75,1,39352
866,15805062,Lynton,87202,667,Male,38,1,77867
867,15760662,Francis,87213,521,Female,29,1,995
868,15749964,Jones,87262,610,Female,27,1,182720
869,15633537,Nolan,87271,540,Female,42,1,172573
870,15617252,Lung,87348,697,Female,33,1,172525
871,15569571,Davydova,87361,584,Female,46,1,120377
872,15764654,Zikoranachidimma,87375,649,Male,37,1,247
873,15789874,Wang,87376,712,Female,29,0,166195
874,15707042,Dellucci,87413,634,Female,24,1,63341
875,15779809,Giordano,87472,655,Male,44,0,188594
876,15803965,Tang,87486,654,Male,55,1,3299
877,15687752,Griffin,87505,641,Male,30,0,7279
878,15803749,DeRose,87541,498,Female,41,1,12577
879,15752984,Chifley,87543,737,Female,70,1,42577
880,15784761,Ballard,87603,554,Female,46,0,96929
881,15569917,Obijiaku,87610,706,Male,30,0,137675
882,15656822,Day,87613,568,Male,43,1,107155
883,15718667,T'ien,87619,621,Male,35,1,143
884,15657830,Andrews,87624,663,Male,43,1,149401
885,15791550,Kelly,87637,696,Male,27,0,196111
886,15755416,Hart,87739,557,Female,27,1,123097
887,15759915,Rapuokwu,87773,814,Female,31,1,188516
888,15612207,Hill,87780,840,Female,51,0,36687
889,15751926,Trentino,87807,821,Male,42,1,64614
890,15611157,McElhone,87815,709,Female,32,1,138578
891,15731478,Nicholls,87843,712,Female,42,0,92224
892,15653251,Hickey,87873,408,Female,84,0,188485
893,15582325,Jennings,87894,524,Male,52,1,173899
894,15698716,Baker,87926,620,Female,70,1,33350
895,15621653,Rice,87946,716,Female,29,1,182532
896,15704581,Robertson,87967,595,Male,34,0,156310
897,15745605,Trevisan,88011,722,Female,47,1,90656
898,15566531,Iloerika,88047,724,Male,33,0,186942
899,15771087,Harrison,88084,757,Female,71,1,154337
900,15776231,Kent,88110,626,Male,35,1,32826
901,15710978,Palerma,88121,715,Male,42,1,21333
902,15656319,Toscano,88141,850,Male,37,1,109659
903,15626628,Tretiakova,88162,631,Female,31,1,127631
904,15807294,Walker,88243,653,Female,30,1,96658
905,15808017,Cary,88293,545,Male,38,1,24303
906,15773934,Fang,88295,670,Male,33,1,66979
907,15721740,Pai,88303,633,Male,50,1,195937
908,15610446,Chinedum,88309,714,Female,51,0,5863
909,15757837,Kao,88311,584,Male,33,1,177651
910,15775572,Bergamaschi,88324,531,Female,42,1,75249
911,15653306,Ermakova,88335,679,Female,32,0,159585
912,15600912,Gorshkov,88348,706,Male,32,1,104182
913,15687884,Alekseyeva,88363,677,Male,37,0,117946
914,15610781,Watt,88379,702,Female,29,1,88550
915,15792473,Reilly,88380,598,Female,50,0,64157
916,15769959,Ajuluchukwu,88381,597,Female,53,1,69385
917,15791174,Leibius,88382,540,Male,67,0,59457
918,15730137,Udegbulam,88422,628,Male,31,0,72350
919,15694666,Thornton,88442,707,Male,48,1,119903
920,15787459,Parkes,88467,745,Male,40,0,116331
921,15599591,Martin,88477,600,Female,39,1,58632
922,15799925,Uwakwe,88542,800,Male,60,1,131718
923,15806945,Udobata,88594,611,Female,30,1,196332
924,15566891,Kinder,88595,584,Female,41,1,178998
925,15730540,Simpson,88656,794,Male,45,1,116547
926,15607040,P'an,88736,593,Female,38,1,67020
927,15622217,Tu,88759,538,Female,38,0,28226
928,15676526,Bentley,88773,608,Female,34,1,168822
929,15708196,Uchenna,88787,696,Male,60,1,196858
930,15732987,Hs?,88798,721,Male,43,0,45611
931,15723856,Gonzalez,88814,602,Female,29,1,62488
932,15778395,McIntyre,88816,762,Male,34,1,68562
933,15777452,Sauve,88820,587,Female,46,0,70224
934,15591286,Simmons,88826,731,Female,49,1,33759
935,15570379,Whitelegge,88828,669,Male,51,0,85251
936,15583552,Donaldson,88902,674,Male,44,1,73731
937,15641675,Kirillova,88915,611,Female,49,0,161435
938,15645956,Jideofor,88916,452,Male,44,1,69698
939,15599195,Stiger,88939,582,Male,32,1,10055
940,15718231,Gregory,88963,537,Male,28,1,189840
941,15707681,Pokrovsky,88977,501,Male,38,0,133403
942,15657085,Gardiner,88980,578,Male,23,1,125222
